hName,hGender,widowed,hClass,hOccupaton,hOccCat,hLocale,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOcc,boccCat,bLocale,bActive,bID,bOMID,term,pL,pD,pF,pS,nurse,man.,age_man,actTitle,actDate,actYear,ActDescription,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItemOMID,rights,actID,actOMID
Francesco de Franchi,male,,mercantes,,,,1471–1496,80f661e5-f4d8-4f23-8d3d-983f769160e6,37188,Maria,,,,female,26,1470–1496,3114e5d0-9b41-4083-a3f3-85e20f01f311,37582,Giovanni Doria,male,nobiles,,,,1471–1496,dd3950b6-3cf3-4eb6-b5a6-7b8c9b218eb0,23390,10,100,,,,,,36,"Cipriano Foglietta, filza 2, series II, item dated 1496-05-16",1496-05-16,1496,"A certain Francesco de Franchis leases out the --- slave Maria, who is 26 years of age, to a certain Giovanni Doria for 10 years and 100 lire.",Cipriano Foglietta,6ebf5d66-ca62-4f6a-87f6-b649ad204b8a,23505,Notai antichi 1355,e2575fb5-b039-40f5-8d3a-b1be470e7fb5,37772,Archivio di stato di Genova,35efd6e5-8e07-4341-8de2-566798a330c2,
Andrea de Guizo,male,,mercantes,,,,1445–1470,80fb92d4-974d-4b7d-a306-612ac8c69aa7,37132,Marta,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,35,1435–1470,d8f28eff-bcca-44e7-b603-6475ebb8198c,37502,Tommaso Spinola,male,nobiles,,,,1445–1470,dcf06b59-d19c-4fef-9e20-bb13900853d2,25784,6,60,,,,,,41,"Tommaso Duracino, filza 13, series II, nr. 441",1470-12-13,1470,"A certain Andrea Guizo leases out the Abkhazan slave Marta, who is 35 years old, to one Tommaso Spinola, for 6 years and 60 lire. The date and series number are tentative.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 900,3f5c1349-0119-426c-851b-912e066cc9f1,37840,Archivio di stato di Genova,462684a1-c231-4bbf-ba93-63c5d11e459b,
Francesco Gambone,male,,mercantes,,,,1457–1482,d9ce5c97-53a0-4666-9b2c-a60b6e7ee589,37192,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,26,1456–1482,e05b6047-e725-446d-af7f-aa365f36b0ea,37586,Girolamo Lomellini,male,nobiles,,,,1457–1482,f10edddd-52cd-4582-93df-cae58ad2cb4d,24542,15,150,,,,,,41,"Giovanni Danove, filza 3, series I, nr. 160",1482-11-07,1482,"A certain Francesco Gambono rents out the Circassian slave Maddalena, who is 26 years of age, to a certain Girolamo Lomellini, for 15 years at a cost of 150 lire.",Giovanni Danove,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 918,b0207022-11d2-47f6-8f3d-e4921182dd2b,37855,Archivio di stato di Genova,0be8fbce-b8fe-4f3b-8045-72d46073c841,
Edoardo de Promontorio,male,,mercantes,,,,1427–1452,1b239458-bf25-4ffc-a2fb-26c64a2a06e2,37182,Cristina,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,36,1416–1452,e5c50f90-f742-49f3-aa8d-929f99b7a256,37573,Cristoforo Doria,male,nobiles,,,,1427–1452,5bdead7e-d782-433f-a335-35d4c165aac4,37373,9,85.5,,,,,,45,"Antonio Fazio, filza 14, series II, nr. 212",1452,1452,"A certain Edoardo Promontorio leases out the Abkhazan slave Cristina, who is 36 years of age, to Cristoforo Doria, for 9 years and 85 lire, 10 soldi.",Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 588,ed64de2e-d672-4325-9da7-d57122d0f215,37800,Archivio di stato di Genova,f5f85a71-68be-41bb-a7be-8c2ed259a745,
Pietro Bordino,male,,mercantes,,,,1463–1488,632f407d-6544-4317-bb3d-0e31d1509894,30821,Caterina,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,45,1443–1488,555b2817-9899-48f1-9a92-097af09d1729,34965,Giorgio Grimaldi,male,nobiles,,,,1463–1488,2b07582d-cc01-440d-8ae0-b8297d09cf53,27007,8,100,,,,,,53,"Niccolò Raggi, filza 18, nr. 581",1488,1488,"A certain Pietro Bordino rents out the --- slave Caterina, who is 45 years old, to a certain Giorgio Grimaldi, for 8 years and 100 lire.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1030,2bd680bb-04f8-4ee1-a7da-7033df8c9add,37746,Archivio di stato di Genova,160254e4-bf36-46c4-a6b4-d70081a0d0ca,
Luchina Spinola,female,--,nobiles,,,,1474–1499,81d0aadd-1230-43a4-8310-d1259af436ea,37238,Maria,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,22,1477–1499,07eba4cf-fef2-42d5-944f-7b0e75b0a226,37651,Teodorina Spinola,female,nobiles,,,,1474–1499,b6ea7df9-6570-4d6b-9a3a-8668beb4f270,37480,20,225,,,,,y,42,"Antonio Pastorino, filza 15, nr. 355",1499,1499,"A certain Lucia Spinola leases out the Abkhazan slave Maria, who is 22 years of age, to a certain Teodorina Spinola, for 20 years and 225 lire. At the end of the lease she is to be freed.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1304,9c4c0f27-0000-4a80-a013-f501e8fb5450,37771,Archivio di stato di Genova,282e1d29-96eb-48c6-b0d4-de7f2c6b74db,
Bartolomeo Centurione,male,,nobiles,,,,1458–1483,36cb009e-13b4-4e54-92ba-f8553d27517d,37144,Elena,,,,female,8,1475–1483,4db9255a-8ef9-4a5f-9c61-8479acca12d7,37521,Isabella Spinola,female,nobiles,,,,1458–1483,6521e9a5-39c7-40f9-a8a2-5e26b5382f06,37426,26,,25,,,,y,34,"Niccolò Raggi, filza 13, nr. 428",1483-04-26,1483,"A certain Bartolomeo Centurione leases out the enslaved girl named Elena, whose nationality is not indicated and who is 8 years of age, to a certain Isabella Spinola, for 26 years and 25 gold ducats. The lease is “pro tale qualis est”. At the end of the contract she is to be freed.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028a,d1821d28-f2ae-49e2-b134-5fa3692e1b41,37741,Archivio di stato di Genova,241efef2-fdfe-458c-a248-0a3dcdb315db,
Francesco Spinola,male,,nobiles,,,,1412–1437,88cc53c6-a412-4883-bd84-4c36fc276868,25666,Maddalena,,,,female,,–1437,78a071fb-9036-4210-bcf0-397533ca7949,37591,Luchina Castagna,female,nobiles,monaca,,,1412–1437,c184a2e8-0a99-4a4f-8563-ae21b80760d7,37438,3,19,,,,,,3,"Antonio Fazio, filza 5, series I, nr. 212",1437-08-10,1437,"A certain Francesco Spinola leases the slave Maddalena, who is --- years of age, to a certain sister Luchina Castagna, a nun of the Chiesa di Sant'Agata, for 3 years and 19 lire (locatio contract).",Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 579,7c17d650-29fb-4477-96c5-8d0fb617e071,37797,Archivio di stato di Genova,e5de696e-f660-4a3c-a284-3e6fd6793389,
Cipriano Lomellini,male,,nobiles,,,,1470–1495,0868a535-57c0-4b94-839f-f8618ba3062d,24220,Caterina,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,,–1495,e06d5687-cadc-4672-839d-de412c70e262,37557,Ginevrina Spinola,female,nobiles,,,,1470–1495,20aeec9a-c20a-48ad-8f2e-dea3f05b8315,37397,10,120,,,,,,10,"Niccolò Raggi, filza 22, nr. 228",1495,1495,"Having been rented out (locatio) for 10 years and for 120 lire by Cipriano Lomellini to Geneva Vivaldi, the Moorish slave Caterina, whose age is not indicated, is received by the lessor.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1034,469487ff-3737-4563-bf48-a0565971b51f,37749,Archivio di stato di Genova,0a34908a-85d5-434a-8b61-71a5a56d8a42,
Accellino Vivaldi,male,,nobiles,,,,1445–1470,966a44a3-2e79-4b85-9bff-02593c01aaa2,37125,Melica,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,34,1436–1470,7f72c8f2-63af-4e01-9e04-5cbca24da5bc,37494,Maria Doria,female,nobiles,,,,–1470,454729f6-4731-42c0-8d08-cc5c5db1c03d,38430,2,,,,4,,,36,"Tommaso Duracino, filza 13, series I, nr. 165",1470-03-05,1470,"A certain Accellino Vivaldi rents out the Tartaran slave Melica, who is 34 years of age, to a certain Salvago Vivaldi, for 2 years and receives the income from 4 properties (or from 4 shares of San Giorgio?)",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 900,3f5c1349-0119-426c-851b-912e066cc9f1,37840,Archivio di stato di Genova,fb76fcc8-21d8-47e4-ad90-eb1ee77227e9,
Cipriano Lomellini,male,,nobiles,,,,1466–1491,0868a535-57c0-4b94-839f-f8618ba3062d,24220,Caterina,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,34,1457–1491,7bedc668-7f76-4f58-8f6a-3e9f0ad756e3,37558,Ginevrina Spinola,female,nobiles,,,,1466–1491,20aeec9a-c20a-48ad-8f2e-dea3f05b8315,37397,10,120,,,,,,44,"Niccolò Raggi, filza 20, nr. 630",1491,1491,"A certain Cipriano Lomellini rents out the Moorish slave Caterina, who is 34 years of age, to a certain Genevrina Vivaldi, for 10 years at a price of 120 lire.",Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1032,14dc18aa-dbc2-47f5-aa58-5e11f7099555,37747,Archivio di stato di Genova,c2c57514-e6f8-4025-916f-3d82d35a1861,
Maria de Passano,female,,nobiles,,,Passano,1451–1476,a6b48a89-d1f5-4405-8436-900442bed7bc,37242,Caterina,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,29,1447–1476,b9b5ff7a-6ad9-4fa4-bcad-fff45aaf36a5,37656,Stefano Gentile,male,nobiles,,,,1451–1476,c16e128d-5f01-4803-235869b2f-b9ed306aec85,23586,10,100,,,,,,39,"Girolamo Loggia, filza 1, series II, nr. 11",1476,1476,"A certain Maria da Passano leases out the Albanian slave Caterina, who is 29 years of age, to a certain Stefano Gentile, for 10 years and 100 lire.",Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1121,d1b081be-fa7b-434e-85d5-c1891d025e0d,37753,Archivio di stato di Genova,5d352433-fd6f-4dc5-9ba3-81fdabfb122d,
Maria de Mari,female,,nobiles,,,,1432–1457,3ca3146d-d66d-48f2-950c-6ff2c0e8929e,37241,Maddalena,,,,female,,–1457,9187a216-14c8-493e-b911-009d602b371b,37655,Federico Centurione,male,nobiles,,,,1432–1457,d6d5d3d0-1846-4251-9a26-9acb6a497135,23250,4,70,,,,y,y,,"Bartolomeo Risso, filza 5, series I, nr. 332",1457-12-19,1457,"A certain Maria de Mari, wife of the deceased Demetrio Vivaldi, rents out the slave Maddalena, whose ethnicity and age are not indicated, to a certain Federico Centurione, for 4 years at a cost of 70 lire, for the purposes of being a wet nurse. At the end of the contract she is to be freed.",Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 719,b6aa2ee9-3d86-4073-bdab-aa5b88cf304a,37824,Archivio di stato di Genova,aa3e887c-b677-4f1c-beeb-6bd2f4b9f812,
Marietta Scotto,female,,nobiles,,,,1412–1437,5f4606e3-08d1-4d36-b986-80354f641e1f,37244,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,26,1411–1437,f323fd5c-9cbf-4011-842c-186043704f12,37658,Giovanni Spinola,male,nobiles,,,,1412–1437,b2d25157-0077-41a7-b560-5edb4c14cbd1,25704,15,130,,,,,,41,"Antonio Fazio, filza 5, series I, nr. 64",1437,1437,"A certain Marietta Scotto leases out the Abkhazan slave Maddalena, who is 26 years of age, to a certain Giovanni Spinola, for 15 years and 130 lire.",Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 579,7c17d650-29fb-4477-96c5-8d0fb617e071,37797,Archivio di stato di Genova,47f180ec-6415-4742-8a9a-1cba1c3e0e78,
Violante Grimaldi,female,,nobiles,,,,1451–1476,a238519b-9621-46d8-8a20-4def3839a5d9,37303,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,40,1436–1476,bbac155f-2d64-4c86-9313-62a552857d95,37735,Carlo Centurione,male,nobiles,,,,1451–1476,538753ba-ad6d-451b-a054-b9cf5eae49c7,37367,5,50,,,,,,45,"Tommaso Duracino, filza 19, series II, nr. 32",1476-07-19,1476,"A certain Violante Grimaldi rents out the Circassian slave Lucia, who is 40 years of age, to a certain Carlo Centurione, for 5 years and receives 50 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 906,52b5aab4-11dc-40bd-b327-fedfb7dbbe90,37846,Archivio di stato di Genova,401a605b-77c7-40ec-a7ee-d58c18d0efd9,
Mariola Grimaldi,female,,nobiles,,,,1460–1485,5358dc47-4baf-4dad-b4e6-e956ba212cc0,37247,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,40,1445–1485,eaa9e50a-c391-4981-8a7a-0b6f637a1e5d,37662,Francesco Doria,male,nobiles,,,,1460–1485,eced5e63-400d-4c14-b71f-e4bd8f360120,27761,8.3,83.5,,,,,,48.3,"Tommaso Duracino, filza 25, series II, nr. 93",1485-03-20,1485,"A certain Mariola Grimaldi leases out the Abkhazan slave Maddalena, who is 40 years of age, to a certain Francesco Doria, for 8 years and 4 months, for 83 lire 10 soldi 8 denari.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 912,39c48376-ee91-4a27-91f5-204d9e21bad9,37851,Archivio di stato di Genova,c812ab0e-9de3-443b-b5bf-1e72c2d9ab5d,
Oberto Ittaliano,male,,nobiles,,,,1450–1475,350d53ab-2030-4dc4-ac2e-31e1752cb3f9,37268,Lazzarino,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,18,1457–1475,33875a50-e794-459a-bfc4-8dad8e72289e,37686,Niccolò Spinola,male,nobiles,,,,1450–1475,42e7fa36-df9d-4624-b0a6-14e46edc59ab,37452,11,100,,,,,y,29,"Tommaso Duracino, filza 18, nr. 601 (formerly nr. 502)",1475-09-15,1475,"A certain Oberto Ittaliano rents the Abkhazi slave Lazzarino, who is 18 years of age, to a certain Nicola Spinola. At the end of his service he is to be freed.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 905,a3df6402-1b42-421a-afd6-caf0fe36cd74,37845,Archivio di stato di Genova,29fb7a95-c16e-4ace-a483-d841c22694fc,
Ilario Squarciafìco,male,,nobiles,,,,1454–1479,b974c49a-fadd-4158-a68c-13742cf0981b,37227,Melica,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,34,1445–1479,cd53672d-eda2-4278-a980-9b84d95afef9,37637,Tommaso Gentile,male,nobiles,,,,1454–1479,b5955120-afa0-4a35-bb0d-5b4209cee7c6,23591,8,80,,,,,y,42,"Battista Muffola, filza 1, series I, nr. 266",1479-07-26,1479,"A certain Ilario Squarciafìco leases out the enslaved Bosnian woman named Melica, who is 34 years of age, to a certain Tommaso Gentile, for 8 years and 80 lire. At the end of the contract she is to be freed.",Battista Muffola,0dd3381a-2532-4ec1-9458-9b114247fe14,37106,Notai antichi 1217,6134d532-0bca-4b5d-8809-626964a9761b,37757,Archivio di stato di Genova,845c5be8-0b60-4230-bb3c-d0004d847382,
Cristoforo Spinola,male,,nobiles,,,,1461–1486,747c3d58-0552-4ec7-8d25-6e83a3c07393,25649,Cita,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,35,1451–1486,aad12344-65a2-4ac7-b5bf-dac6254027a0,37566,Odoardo Grillo,male,nobiles,,,,1461–1486,776609a2-7d03-42f4-8944-0466add79aa1,37183,8,80,,,,,y,43,"Martino Brignole, filza 3, nrs. 75–76",1486,1486,"A certain Cristoforo Spinola leases out the enslaved Moorish woman named Cita, who is 35 years of age, to a certain Edoardo Grillo, for 8 years and 80 Genoese lire. At the end of the contract she is to be freed.",Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Notai antichi 1247,0b92fdd3-8371-4b67-b04f-9cbfc37788ca,37760,Archivio di stato di Genova,47c4ee8d-cae3-4918-8ebf-ccf82f66ac2a,
Megallo Lercari,male,,nobiles,,,,1400–1425,916cfadf-d86b-4016-a31c-6a6c5599a717,37254,Cristiana,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,35,1390–1425,6c53e419-0604-44ba-a6da-286d0e1cb469,37670,Matteo Scipione,male,nobiles,,,,1400–1425,4fc5299c-1d27-46a8-990e-3161584fe75d,37443,10,60,,,,,y,45,"Narino Montaldo, filza 1, series II, nr. 126",1425-12-24,1425,Megallo Lercari q. Novello sells an enslaved woman to Matteo Scipione for 60 lire. She is to be freed after 10 years of service.,Narino Montaldo,dca9d2a2-5e47-4a2c-8c0b-cc1ba7d41f8e,25345,Notai antichi 619,5973d6c8-196c-4807-b9a3-4c254776c3a7,37810,Archivio di stato di Genova,6fd66426-8543-42e4-b98b-52d433b9ea92,
Raffaele Doria,male,,nobiles,,,,1460–1485,232b7f6f-0a09-475f-8444-4261c2c8581e,27422,Maria,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,35,1450–1485,b5462285-5d47-47e3-a7e9-b649e0eda4cf,37708,Niccolò Piccamiglio,male,nobiles,,,,1460–1485,c40c1faf-28ac-461d-9c7e-63b670896e46,27303,12,125,,,,,y,47,"Girolamo de Uvada, filza 1, nr. 336",1485,1485,"A certain Raffaele Doria rents out the enslaved Albanian woman named Maria, who is 35 years of age, to a certain Nicola Piccamiglio, for 12 years and 125 lire. At the end of the contract she is to be freed.",Girolamo de Uvada,3df6907c-16a1-435a-9561-df7ae75b5fd5,31247,Notai antichi 1242,339eae52-5a7e-488c-955e-6f377a7592e6,37758,Archivio di stato di Genova,78c5c68c-6057-419b-9a9f-0039bae831ea,
Ottaviano Imperiale,male,,nobiles,,,,1456–1481,a501a55a-e7f5-468e-ac1e-fd3d98ae37aa,37269,Caterina,,,,female,32,1449–1481,6767e468-b3bd-4980-878c-99ce13b3d842,37687,Battista Piccamiglio,male,nobiles,,,,1456–1481,185a49e4-5a0c-48b9-a32b-d68e9d6a2a18,30131,16,150,,,,,y,48,"Girolamo Loggia, filza 2, series II, nr. 43",1481,1481,"The --- slave Caterina, who is 32 years of age, having been leased for 16 years by Ottaviano Imperiale to the brothers Giovanni and Battista Piccamiglio, is freed by the curator of the inheritance of Ottaviano. (post locatio)",Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1122,1e2f7fcb-ea9c-4cf4-863a-a5635223bade,37754,Archivio di stato di Genova,f0b845a5-81d9-4dce-8be7-547c376639af,
Ottaviano Imperiale,male,,nobiles,,,,1454–1479,a501a55a-e7f5-468e-ac1e-fd3d98ae37aa,37269,Caterina,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,32,1447–1479,19a767fb-db3c-45f9-80ab-8a4a07d661cb,37688,Battista Piccamiglio,male,nobiles,,,,1454–1479,185a49e4-5a0c-48b9-a32b-d68e9d6a2a18,30131,16,150,,,,,y,48,"Tommaso Duracino, filza 22, nr. 681 (formerly nr. 482)",1479-12-18,1479,"A certain Ottavio Imperiale rents out the Bosnian slave Caterina, who is 32 years of age, to a certain Battista Piccamiglio, for 16 years and 150 lire.  The images are in the archive folder.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 909,537f9c84-03f6-4414-97b3-bde8270f47a0,37849,Archivio di stato di Genova,6314db1d-2b03-4439-8d16-536a4305d256,
Ottaviano Imperiale,male,,nobiles,,,,1456–1481,a501a55a-e7f5-468e-ac1e-fd3d98ae37aa,37269,Caterina,,,,female,32,1449–1481,e7619b24-6e7b-4ffc-b779-fb781cd7aa42,37689,Giovanni Piccamiglio,male,nobiles,,,,1456–1481,1b9cead7-8543-4316-804f-449902d8355d,37411,16,150,,,,,y,48,"Girolamo Loggia, filza 2, series II, nr. 43",1481,1481,"The --- slave Caterina, who is 32 years of age, having been leased for 16 years by Ottaviano Imperiale to the brothers Giovanni and Battista Piccamiglio, is freed by the curator of the inheritance of Ottaviano. (post locatio)",Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Notai antichi 1122,1e2f7fcb-ea9c-4cf4-863a-a5635223bade,37754,Archivio di stato di Genova,f0b845a5-81d9-4dce-8be7-547c376639af,
Accellino Spinola,male,,nobiles,,,,1433–1458,f62f6776-803b-42ad-bf0c-73725bf9ddd9,29918,Maria,,,,female,,–1458,efb3b868-fb47-4028-a74b-e2fd0c1e100c,37493,Valerano Cattaneo,male,nobiles,,,,1433–1458,84af6b0c-5a45-4716-a214-da3ef21f1150,30964,6,60,,,,,,6,"Bartolomeo Risso, filza 5, series II, nr. 154",1458-04-08,1458,"In this deed, the former slave Maria, “olim serva” of Acelino Spinola “de Luccolo”, whose age and ethnicity is not indicated, is rented out for work on behalf of Valerano Cattaneo, olim Bustarino, for 6 years and 60 lire.",Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 719,b6aa2ee9-3d86-4073-bdab-aa5b88cf304a,37824,Archivio di stato di Genova,d7519b66-2aeb-4847-9e21-582a785f0f13,
Simone Lercari,male,,nobiles,,,,1460–1485,d86e560c-77a8-4a7b-b351-f150fff1a1b8,23857,Maddalena,,,,female,,–1485,6ad1f992-8690-4d28-8341-f142b9251a50,37716,Galeotto Salvago,male,nobiles,,,,1460–1485,b09a9e0e-172d-4a20-af4e-6e65b5a688b9,37195,15,130,,,,,,15,"Martino Brignole, filza 2, nr. 672",1485,1485,"A certain Simone Lercari leases out the --- slave Maddalena, who is --- years of age, to a certain Galeotto Salvagi, for 15 years and 130 lire.",Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Notai antichi 1246,9ba684d8-deda-4cbe-995f-49d6cc195e12,37759,Archivio di stato di Genova,c179800c-e322-4a5b-9b25-d0a7803d2288,
Paolo Doria,male,,nobiles,,,,1442–1467,cfccd4e6-04fd-4f2e-a023-bb33ece5e91d,31439,Giorgio,,,,male,18,1449–1467,0af07da5-22f5-4174-9d62-bff6fa6af6a4,37694,Lorenzo Cattaneo,male,nobiles,,,,1442–1467,a41df612-32f0-489e-84a9-c83c7a9e18a0,27199,2.5,50,,,,,,20.5,"Giovanni Danove, filza 2, series I, nr. 265",1467-11-16,1467,"A certain Paolo Doria rents out the slave Giorgio, who is 18 years of age, as famulo si di una nave, to a certain Lorenzo Cattaneo, for 2.5 years and 50 lire.",Giovanni Danove,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 917,83087068-721e-446d-bdff-bd588c1050e2,37854,Archivio di stato di Genova,ae3e4f8e-f02e-46f7-b1f8-fef5539f4436,
Martino Assereto,male,,nobiles,,,,1472–1497,3724d3d8-fc84-4391-9ceb-200ba4392d72,37248,Maddalena,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,25,1472–1497,cfc128a4-7c60-4988-ad74-88a0a97f59f3,37663,Stefano Spinola,male,nobiles,,,,1472–1497,512954c4-80df-4099-9da1-2c20f18a4c9c,25780,1,12,,,,,,26,"Antonio Pastorino, filza 12, nr. 191",1497,1497,"A certain Martino Assereto leases out the Bosnian slave Maddalena, who is 25 years of age, to a certain Stefano Spinola, for 1 year and 12 lire.",Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1301,593173d5-24a8-48d0-86c8-b6bdcc8bbda5,37770,Archivio di stato di Genova,d5b4e35b-64da-4936-9ec7-eaf4dba477c0,
Andrea Vivaldi,male,,nobiles,,,,1410–1435,5b3e3fd8-677c-4c21-8654-6f181c90c81e,37133,Caterina,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,25,1410–1435,95dee699-a378-4efa-a657-7cfb6f6335ad,37503,Cosmo Salvago,male,nobiles,,,,1410–1435,cb66175e-1b9d-461f-8746-58319948f296,31000,3,60,,,,y,,28,"Antonio Fazio, filza 4, series I, nr. 302",1435-09-17,1435,"A certain Andrea Vivaldi leases out the enslaved Abkhazan woman named Caterina, who is 25 years of age, to a certain Cosmo Salvago, for three years and 60 Genoese lire. She is leased for the purpose of wet-nursing (quale nutrice)",Antonio Fazio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 578,91582f28-58e0-4a1f-929d-df88e6f10b70,37796,Archivio di stato di Genova,5ef3b44a-0546-43ab-8b60-5379b782b6ad,
Cosmo Spinola,male,,nobiles,,,,1445–1470,5d736955-178b-4d8a-98f6-f87ba0e13e4c,37174,Andrea,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,18,1452–1470,931a402e-a400-47e9-b90a-2a7998645b63,37561,Aleramo Gentile,male,nobiles,,,,1445–1470,425a8de0-f47e-4aa6-988e-7e72ff329346,37320,10,60,,,,,,28,"Tommaso Duracino, filza 13, series I, nr. 445",1470-06-15,1470,"A certain Cosma Spinola leases out the Moorish slave Andrea, who is 18 years of age, to a certain Aleramo Gentile, for 10 years and 60 lire. The date and series number are tentative.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 900,3f5c1349-0119-426c-851b-912e066cc9f1,37840,Archivio di stato di Genova,30b958e3-46fb-48db-a62b-2df3ca25c3cb,
Cosmo Centurione,male,,nobiles,,,,1451–1476,a0e08d2b-fded-45d4-a5e5-e879ba508119,37172,Maria,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,21,1455–1476,8f010c41-5e6a-490e-8975-9e9770c6a7a2,37559,Francesco Centurione,male,nobiles,,,,1451–1476,54e42dfd-e6d4-49f4-a028-f3a0d48e0f1d,37384,8,90,,,,,,29,"Tommaso Duracino, filza 19, series I, nr. 215 (formerly nr. 251)",1476-03-05,1476,"A certain Cosma Centurione rents out the Albanian slave Maria, who is 21 years of age, to a certain Francesco Centurione, for 8 years at a cost of 90 lire.",Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 906,52b5aab4-11dc-40bd-b327-fedfb7dbbe90,37846,Archivio di stato di Genova,54f7568d-b6be-4da5-8bca-d0f254cc3d9f,
Giacomo Spinola,male,,nobiles,,,,1396–1421,d005dd16-ecb2-4bb8-912e-b75e42693bab,25674,Giorgio,Greek,a60cb7ee-a97d-42d1-b314-5fdc396b40f7,37490,male,25,1396–1421,76076d64-9349-4350-94ea-099615adb486,37607,Antonio Cattaneo,male,nobiles,,,,1396–1421,c92e76d1-ee0d-4a89-bc6d-8e76e9c32853,37332,4,20,,,,,,29,"Giovanni Pineto, filza 6, nr. 104",1421,1421,"A certain Giacomo Spinola leases out the Greek slave Giorgio, who is 25 years of age, to a certain Antonio Cattaneo, for 4 years and 20 lire.",Giovanni Pineto,b341b3d0-62d3-436b-ac02-d53396c23d4a,31244,Notai antichi 529,810cb71e-bcb4-4334-9bb0-9e168d93d79e,37789,Archivio di stato di Genova,e74aed09-af8d-41b7-b3ad-bc1f911f8d97,
